what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407072788769
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407072845763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407072851989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407072860983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407072868167
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1407072875900
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407072881373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407072885078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407072886844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407072894244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407072906733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407072937185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407072957042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407072980724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407073035069
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407073110222
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1407073115509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407073116875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1407073123537
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407073124694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407073126504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407073149920
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.add.block.comment",1407073154278
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407073157257
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.add.block.comment",1407073174229
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407073182747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407073192125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407073204964
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1407073206902
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407073209460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407073275779
